DATAFLOW,LAST UPDATE,freq,nrg_bal,siec,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Bulgaria,2022,31205.105,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Bulgaria,2023,30874.342,p
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Germany,2014,524827.000,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Germany,2015,528350.000,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Germany,2016,530551.000,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Germany,2017,531318.000,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Germany,2018,521809.000,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Germany,2019,507543.000,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Germany,2020,492821.000,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Germany,2021,510100.500,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Germany,2022,489330.400,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Germany,2023,470901.000,p
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Denmark,2014,31583.293,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Denmark,2015,31769.169,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Denmark,2016,32061.184,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Denmark,2017,32255.674,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Denmark,2018,31896.936,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Denmark,2019,32192.383,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Denmark,2020,31479.924,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Denmark,2021,33740.355,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Denmark,2022,32375.502,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Denmark,2023,32084.660,p
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Estonia,2014,7417.000,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Estonia,2015,7440.000,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Estonia,2016,7673.677,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Estonia,2017,7735.492,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Estonia,2018,8291.802,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Estonia,2019,8257.100,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Estonia,2020,8585.784,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Estonia,2021,8099.928,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Estonia,2022,7306.972,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Estonia,2023,7095.000,p
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Greece,2014,51185.000,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Greece,2015,52445.000,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Greece,2016,55034.000,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Greece,2017,55614.427,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Greece,2018,51096.150,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Greece,2019,51735.304,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Greece,2020,48847.365,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Greece,2021,51044.958,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Greece,2022,49106.765,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Greece,2023,45780.631,p
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Spain,2014,233379.000,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Spain,2015,238589.000,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Spain,2016,240472.000,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Spain,2017,246657.000,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Spain,2018,246134.000,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Spain,2019,242843.326,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Spain,2020,227619.584,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Spain,2021,235109.439,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Spain,2022,232148.774,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Spain,2023,229094.327,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Finland,2014,80433.000,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Finland,2015,79664.000,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Finland,2016,82179.000,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Finland,2017,82276.000,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Finland,2018,84023.000,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Finland,2019,82643.000,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Finland,2020,78141.000,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Finland,2021,83301.000,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Finland,2022,78218.000,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Finland,2023,76062.000,p
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,France,2014,439014.558,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,France,2015,448008.566,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,France,2016,454664.542,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,France,2017,451939.399,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,France,2018,448642.399,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,France,2019,444642.910,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,France,2020,422481.463,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,France,2021,442158.793,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,France,2022,426687.476,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,France,2023,413495.597,p
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Croatia,2014,15180.000,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Croatia,2015,15734.000,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Croatia,2016,15715.000,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Croatia,2017,16425.100,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Croatia,2018,16625.200,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Croatia,2019,16572.000,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Croatia,2020,15578.000,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Croatia,2021,16854.400,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Croatia,2022,16569.000,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Croatia,2023,16372.400,p
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Hungary,2014,36900.000,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Hungary,2015,38141.000,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Hungary,2016,38693.000,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Hungary,2017,40150.000,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Hungary,2018,40882.000,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Hungary,2019,41406.000,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Hungary,2020,41406.000,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Hungary,2021,43837.500,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Hungary,2022,43113.360,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Hungary,2023,42265.000,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Ireland,2014,24931.125,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Ireland,2015,25680.137,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Ireland,2016,26311.125,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Ireland,2017,26838.131,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Ireland,2018,27590.761,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Ireland,2019,28161.176,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Ireland,2020,28510.126,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Ireland,2021,29672.612,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Ireland,2022,30419.140,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Ireland,2023,31137.808,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Italy,2014,291083.935,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Italy,2015,297180.421,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Italy,2016,295508.622,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Italy,2017,301880.515,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Italy,2018,303442.970,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Italy,2019,301803.837,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Italy,2020,283814.521,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Italy,2021,300887.057,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Italy,2022,295840.006,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Italy,2023,287377.000,p
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Lithuania,2014,10009.000,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Lithuania,2015,10165.000,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Lithuania,2016,10626.000,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Lithuania,2017,10957.500,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Lithuania,2018,11283.300,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Lithuania,2019,11409.300,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Lithuania,2020,11155.000,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Lithuania,2021,11953.600,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Lithuania,2022,11452.000,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Lithuania,2023,11111.900,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Luxembourg,2014,6182.363,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Luxembourg,2015,6228.740,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Luxembourg,2016,6366.078,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Luxembourg,2017,6393.274,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Luxembourg,2018,6458.709,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Luxembourg,2019,6396.947,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Luxembourg,2020,6119.871,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Luxembourg,2021,6392.762,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Luxembourg,2022,6160.204,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Luxembourg,2023,5908.429,p
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Latvia,2014,6582.000,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Latvia,2015,6461.000,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Latvia,2016,6482.000,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Latvia,2017,6484.641,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Latvia,2018,6662.141,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Latvia,2019,6636.514,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Latvia,2020,6688.883,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Latvia,2021,6930.288,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Latvia,2022,6717.584,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Latvia,2023,6560.369,p
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Malta,2014,2005.000,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Malta,2015,2115.990,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Malta,2016,2117.230,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Malta,2017,2319.594,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Malta,2018,2390.217,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Malta,2019,2479.330,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Malta,2020,2368.143,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Malta,2021,2504.737,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Malta,2022,2696.428,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Malta,2023,2727.860,p
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Netherlands,2014,108507.696,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Netherlands,2015,109235.613,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Netherlands,2016,110537.740,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Netherlands,2017,111547.862,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Netherlands,2018,113476.913,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Netherlands,2019,113661.510,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Netherlands,2020,112434.065,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Netherlands,2021,113742.196,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Netherlands,2022,108782.581,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Netherlands,2023,107684.339,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Norway,2014,116236.691,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Norway,2015,119266.921,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Available for final consumption,Electricity,Gigawatt-hour,Norway,2016,122457.243,
